Date,Open,High,Low,Close,Adj Close,Volume
2020-06-26,450.000000,450.850006,438.649994,440.250000,434.968597,2128146
2020-06-29,440.000000,440.250000,429.149994,431.899994,426.718750,2317342
2020-06-30,435.000000,446.450012,422.000000,425.200012,420.099152,5184094
2020-07-01,430.899994,449.000000,429.000000,446.950012,441.588226,8180122
2020-07-02,451.350006,453.750000,440.350006,442.450012,437.142212,3806615
2020-07-03,445.200012,452.950012,442.399994,444.200012,438.871216,3812085
2020-07-06,447.000000,460.399994,446.299988,456.600006,451.122467,4256802
2020-07-07,457.899994,457.899994,448.100006,450.950012,445.540253,3664371
2020-07-08,459.850006,464.000000,441.250000,444.000000,438.673615,8686804
2020-07-09,447.000000,447.899994,437.149994,442.549988,437.240997,5160583
2020-07-10,444.000000,452.000000,433.500000,436.500000,431.263580,5805444
2020-07-13,440.000000,444.950012,435.500000,439.200012,433.931213,2480373
2020-07-14,439.950012,444.500000,429.100006,437.500000,432.251587,4214233
2020-07-15,441.750000,442.850006,430.450012,437.549988,432.300964,4334472
2020-07-16,440.549988,441.750000,423.549988,433.450012,428.250183,4189313
2020-07-17,435.000000,442.350006,433.000000,436.450012,431.214203,3644124
2020-07-20,440.000000,456.000000,439.299988,453.649994,448.207825,9435204
2020-07-21,457.299988,462.799988,450.350006,458.399994,452.900848,6154181
2020-07-22,460.000000,464.500000,447.700012,460.250000,454.728668,4431710
2020-07-23,461.000000,478.000000,459.000000,462.750000,457.198669,9426775
2020-07-24,461.000000,461.000000,444.100006,454.149994,448.701843,4058564
2020-07-27,455.799988,457.000000,440.250000,445.799988,440.451996,2974232
2020-07-28,446.399994,451.950012,441.500000,448.950012,443.564240,4626424
2020-07-29,449.500000,464.100006,449.049988,461.750000,456.210663,7119586
2020-07-30,464.950012,471.500000,461.450012,464.600006,459.026489,6219364
2020-07-31,467.850006,486.000000,460.250000,478.149994,472.413910,11062522
2020-08-03,484.000000,484.899994,445.200012,452.149994,446.725830,14443397
2020-08-04,455.850006,464.350006,454.000000,461.700012,456.161285,6194269
2020-08-05,462.000000,467.700012,452.299988,453.600006,448.158447,4735993
2020-08-06,452.500000,466.500000,451.600006,463.899994,458.334869,4177541
2020-08-07,465.500000,484.899994,465.500000,480.299988,474.538116,10013531
2020-08-10,483.850006,496.500000,478.450012,494.299988,488.370178,7603877
2020-08-11,496.500000,496.649994,480.000000,481.899994,476.118927,4360559
2020-08-12,481.250000,489.000000,471.049988,487.149994,481.305939,4332473
2020-08-13,487.299988,499.899994,487.299988,489.149994,483.281952,4549072
2020-08-14,494.600006,496.899994,480.850006,485.649994,479.823944,2431513
2020-08-17,489.500000,494.700012,487.750000,492.350006,486.443573,2230102
2020-08-18,492.200012,508.950012,491.850006,500.149994,494.149994,8890454
2020-08-19,499.899994,507.149994,492.500000,499.399994,499.399994,5405921
2020-08-20,494.850006,498.750000,487.250000,491.899994,491.899994,3081595
2020-08-21,496.500000,504.049988,491.000000,493.399994,493.399994,3426420
2020-08-24,496.000000,504.750000,496.000000,497.399994,497.399994,4042101
2020-08-25,499.049988,500.549988,490.200012,492.100006,492.100006,3431181
2020-08-26,492.950012,496.600006,488.350006,493.549988,493.549988,2839616
2020-08-27,493.049988,500.000000,492.500000,496.750000,496.750000,2426413
2020-08-28,500.000000,521.099976,498.299988,519.250000,519.250000,9809902
2020-08-31,524.000000,534.900024,501.000000,505.950012,505.950012,10825186
2020-09-01,505.000000,510.000000,491.250000,505.049988,505.049988,3980634
2020-09-02,505.000000,506.000000,492.700012,500.850006,500.850006,4153159
2020-09-03,505.799988,526.750000,504.250000,521.849976,521.849976,8589174
2020-09-04,514.750000,517.849976,504.549988,508.450012,508.450012,3768829
2020-09-07,509.500000,510.450012,490.799988,494.450012,494.450012,5255102
2020-09-08,497.649994,503.399994,485.000000,487.000000,487.000000,4844522
2020-09-09,482.000000,498.399994,467.049988,494.549988,494.549988,6078535
2020-09-10,497.899994,497.899994,485.000000,491.000000,491.000000,4004621
2020-09-11,492.600006,501.000000,488.100006,499.000000,499.000000,3410700
2020-09-14,507.950012,519.799988,502.000000,515.900024,515.900024,5861874
2020-09-15,518.250000,532.250000,516.049988,529.700012,529.700012,6222387
2020-09-16,530.049988,533.250000,521.950012,528.500000,528.500000,3961765
2020-09-17,524.950012,537.000000,520.299988,530.549988,530.549988,4036494
2020-09-18,530.900024,540.000000,529.049988,537.299988,537.299988,3868205
2020-09-21,537.000000,546.500000,521.849976,532.200012,532.200012,4907451
2020-09-22,532.200012,537.900024,512.349976,529.150024,529.150024,4623271
2020-09-23,530.000000,534.900024,519.849976,532.400024,532.400024,3647937
2020-09-24,525.450012,525.450012,502.200012,505.149994,505.149994,4119459
2020-09-25,508.950012,513.799988,500.750000,502.200012,502.200012,4858021
