Date,Open,High,Low,Close,Adj Close,Volume
2020-06-26,3835.000000,3874.000000,3780.000000,3860.600098,3848.466553,373568
2020-06-29,3839.949951,3840.000000,3757.000000,3807.000000,3795.034912,692124
2020-06-30,3822.000000,3904.350098,3822.000000,3893.550049,3881.312988,494113
2020-07-01,3888.000000,3933.949951,3862.100098,3898.600098,3886.347168,331198
2020-07-02,3911.000000,3947.000000,3882.000000,3914.949951,3902.645752,294326
2020-07-03,3926.000000,3960.000000,3875.000000,3889.600098,3877.375488,257664
2020-07-06,3920.000000,3944.699951,3904.500000,3930.899902,3918.545410,254346
2020-07-07,3940.000000,3947.850098,3826.500000,3862.000000,3849.862061,452245
2020-07-08,3884.949951,3884.949951,3776.800049,3786.649902,3774.748779,635619
2020-07-09,3802.000000,3858.750000,3767.050049,3843.449951,3831.370361,524030
2020-07-10,3835.050049,3844.699951,3783.000000,3798.500000,3786.561768,336838
2020-07-13,3820.000000,3837.800049,3778.000000,3787.899902,3775.994873,302963
2020-07-14,3784.800049,3820.800049,3744.000000,3770.899902,3759.048340,351717
2020-07-15,3782.199951,3829.949951,3772.000000,3820.649902,3808.642090,274206
2020-07-16,3824.949951,3834.000000,3735.000000,3816.250000,3804.255859,412522
2020-07-17,3820.000000,3869.000000,3812.199951,3862.850098,3850.709473,237461
2020-07-20,3863.100098,3890.000000,3826.949951,3865.100098,3852.952393,277775
2020-07-21,3899.000000,3955.000000,3850.000000,3863.300049,3851.158203,614199
2020-07-22,3880.000000,3905.000000,3837.899902,3862.649902,3850.510010,433235
2020-07-23,3862.649902,3890.000000,3826.050049,3837.899902,3825.837891,264268
2020-07-24,3839.000000,3839.050049,3735.350098,3782.500000,3770.612061,594650
2020-07-27,3790.100098,3901.000000,3781.000000,3860.100098,3847.968262,499750
2020-07-28,3877.000000,4213.000000,3862.149902,4136.350098,4123.350098,2492211
2020-07-29,4169.899902,4287.350098,4155.000000,4180.950195,4180.950195,1777725
2020-07-30,4199.950195,4219.750000,4128.549805,4155.549805,4155.549805,595214
2020-07-31,4159.950195,4209.000000,4092.500000,4117.299805,4117.299805,413669
2020-08-03,4139.000000,4155.000000,4027.600098,4045.550049,4045.550049,490180
2020-08-04,4050.550049,4074.000000,3984.149902,4004.300049,4004.300049,600934
2020-08-05,4034.800049,4110.000000,4015.000000,4041.050049,4041.050049,569833
2020-08-06,4068.899902,4083.750000,4001.050049,4028.350098,4028.350098,378473
2020-08-07,4026.000000,4072.000000,3982.449951,4004.250000,4004.250000,348651
2020-08-10,4048.000000,4048.000000,3961.000000,3968.350098,3968.350098,590885
2020-08-11,3994.000000,4077.300049,3961.000000,3968.750000,3968.750000,823622
2020-08-12,3973.449951,4014.149902,3926.000000,3999.649902,3999.649902,466155
2020-08-13,4024.899902,4075.000000,4007.100098,4047.300049,4047.300049,545546
2020-08-14,4045.000000,4090.899902,3965.350098,4010.100098,4010.100098,661653
2020-08-17,4040.000000,4049.949951,3985.100098,4035.600098,4035.600098,315955
2020-08-18,4039.000000,4180.000000,4039.000000,4168.950195,4168.950195,1154453
2020-08-19,4186.000000,4216.000000,4172.100098,4199.850098,4199.850098,618695
2020-08-20,4178.950195,4197.350098,4131.399902,4144.250000,4144.250000,350925
2020-08-21,4187.899902,4202.500000,4140.100098,4187.799805,4187.799805,490700
2020-08-24,4216.950195,4224.000000,4170.000000,4189.600098,4189.600098,379052
2020-08-25,4191.000000,4199.000000,4142.049805,4172.350098,4172.350098,373776
2020-08-26,4170.000000,4181.799805,4070.000000,4079.649902,4079.649902,574774
2020-08-27,4096.000000,4116.549805,4025.800049,4047.149902,4047.149902,458012
2020-08-28,4062.000000,4088.800049,4046.000000,4062.550049,4062.550049,346506
2020-08-31,4062.550049,4086.300049,3882.850098,3903.850098,3903.850098,680870
2020-09-01,3925.000000,3968.300049,3851.500000,3912.649902,3912.649902,528801
2020-09-02,3897.199951,4045.949951,3896.149902,3941.699951,3941.699951,759445
2020-09-03,3967.699951,3980.000000,3928.649902,3949.000000,3949.000000,284007
2020-09-04,3913.250000,3931.949951,3880.000000,3916.100098,3916.100098,438236
2020-09-07,3925.000000,3990.000000,3821.000000,3848.649902,3848.649902,704096
2020-09-08,3854.800049,3862.500000,3812.649902,3823.750000,3823.750000,456797
2020-09-09,3811.000000,3861.000000,3779.000000,3835.600098,3835.600098,332412
2020-09-10,3837.000000,3939.000000,3825.000000,3915.500000,3915.500000,433018
2020-09-11,3915.500000,3944.199951,3878.000000,3904.100098,3904.100098,348215
2020-09-14,3899.949951,3969.699951,3890.000000,3914.100098,3914.100098,472618
2020-09-15,3917.100098,3954.949951,3885.149902,3931.449951,3931.449951,312720
2020-09-16,3933.000000,3983.850098,3920.050049,3974.899902,3974.899902,418071
2020-09-17,3954.800049,4023.399902,3943.500000,3968.949951,3968.949951,447295
2020-09-18,3983.899902,4019.399902,3950.000000,4002.600098,4002.600098,440400
2020-09-21,4002.600098,4003.600098,3850.000000,3878.899902,3878.899902,389056
2020-09-22,3879.649902,3944.500000,3794.000000,3883.149902,3883.149902,508999
2020-09-23,3900.000000,3918.250000,3837.050049,3869.149902,3869.149902,307971
2020-09-24,3869.000000,3869.149902,3753.899902,3777.800049,3777.800049,456036
2020-09-25,3790.000000,3879.899902,3760.050049,3865.000000,3865.000000,321826
