Date,Open,High,Low,Close,Adj Close,Volume
2019-10-07,794.849976,802.000000,786.099976,789.549988,761.248962,3679845
2019-10-09,795.450012,795.900024,778.799988,783.650024,755.560425,6335025
2019-10-10,785.400024,794.700012,776.599976,783.049988,754.981873,10402917
2019-10-11,781.500000,823.799988,776.599976,814.799988,785.593811,20636344
2019-10-14,786.750000,797.000000,780.000000,786.099976,757.922607,15150858
2019-10-15,773.099976,775.950012,765.000000,768.299988,740.760559,13762133
2019-10-16,765.250000,775.950012,761.549988,771.450012,743.797729,10767032
2019-10-17,767.000000,770.549988,765.099976,769.500000,741.917603,9860495
2019-10-18,763.799988,773.799988,760.000000,767.849976,740.326721,10037200
2019-10-22,691.099976,691.099976,638.349976,643.549988,627.014893,90152532
2019-10-23,630.000000,656.650024,615.099976,650.599976,641.862793,60516887
2019-10-24,650.000000,653.200012,632.000000,635.349976,626.817566,25666433
2019-10-25,647.000000,652.500000,636.000000,637.450012,628.889404,16549337
2019-10-29,651.000000,653.750000,647.000000,650.650024,641.912170,16709764
2019-10-30,660.400024,671.400024,656.200012,660.599976,651.728455,22879467
2019-10-31,668.400024,695.450012,666.099976,685.599976,676.392761,27405901
2019-11-01,690.000000,694.000000,682.599976,687.900024,678.661926,9713519
2019-11-04,681.799988,732.500000,678.150024,709.000000,699.478516,29381982
2019-11-05,708.750000,708.750000,691.500000,696.099976,686.751709,12897805
2019-11-06,695.799988,721.500000,692.000000,712.299988,702.734192,21372589
2019-11-07,717.000000,724.349976,712.099976,720.099976,710.429443,13733737
2019-11-08,722.000000,724.250000,705.500000,708.150024,698.639954,8585630
2019-11-11,698.900024,707.200012,698.000000,704.400024,694.940308,6951494
2019-11-13,696.500000,700.000000,687.750000,691.349976,682.065491,9973690
2019-11-14,696.349976,709.799988,696.349976,705.299988,695.828186,10539902
2019-11-15,709.049988,712.950012,702.299988,703.900024,694.447021,7362623
2019-11-18,705.000000,710.000000,699.299988,705.200012,695.729553,7490916
2019-11-19,709.900024,714.000000,705.000000,712.849976,703.276794,6495885
2019-11-20,712.799988,715.000000,705.000000,713.000000,703.424805,6142171
2019-11-21,715.500000,721.450012,710.500000,713.250000,703.671448,9692973
2019-11-22,711.750000,712.000000,685.099976,693.200012,683.890686,14415826
2019-11-25,693.349976,705.150024,693.200012,698.099976,688.724854,7334511
2019-11-26,705.000000,707.250000,686.000000,690.599976,681.325562,27253106
2019-11-27,694.250000,697.650024,690.099976,695.750000,686.406433,3861635
2019-11-28,699.099976,703.349976,694.049988,701.849976,692.424500,4837683
2019-11-29,700.900024,702.299988,691.549988,696.349976,686.998352,4262379
2019-12-02,703.099976,704.000000,690.299988,692.700012,683.397400,9383736
2019-12-03,692.700012,699.700012,688.549988,698.349976,688.971497,5239013
2019-12-04,697.000000,710.500000,693.349976,708.849976,699.330505,7427886
2019-12-05,706.450012,715.900024,703.799988,714.849976,705.249939,4814422
2019-12-06,715.950012,720.000000,709.599976,715.099976,705.496582,5226096
2019-12-09,716.000000,722.349976,714.250000,717.250000,707.617737,6435865
2019-12-10,713.000000,718.500000,710.000000,714.549988,704.953979,4457939
2019-12-11,716.599976,722.700012,713.000000,721.049988,711.366699,6043554
2019-12-12,718.500000,720.700012,699.549988,702.099976,692.671143,11112042
2019-12-13,700.349976,712.900024,700.349976,711.299988,701.747620,10302412
2019-12-16,712.299988,720.200012,710.200012,714.000000,704.411377,5616324
2019-12-17,719.700012,731.250000,715.000000,729.700012,719.900513,10525565
2019-12-18,731.000000,737.299988,722.750000,732.450012,722.613586,12215295
2019-12-19,733.500000,735.950012,724.599976,730.849976,721.035034,7199210
2019-12-20,731.000000,735.000000,728.250000,731.549988,721.725647,7794167
2019-12-23,732.150024,737.299988,731.650024,736.000000,726.115906,4975608
2019-12-24,736.950012,736.950012,728.299988,733.400024,723.550842,2890759
2019-12-26,732.000000,734.549988,726.549988,728.950012,719.160583,3821806
2019-12-27,729.750000,737.500000,728.849976,736.950012,727.053162,3399094
2019-12-30,736.099976,737.950012,727.250000,732.900024,723.057556,5368416
2019-12-31,729.700012,737.750000,725.450012,731.150024,721.331055,6927885
2020-01-01,735.000000,740.000000,732.549988,736.849976,726.954468,2112415
2020-01-02,738.900024,740.799988,730.900024,734.700012,724.833374,5658200
2020-01-03,733.900024,748.000000,733.900024,746.000000,735.981628,7882938
2020-01-06,746.099976,753.799988,736.500000,738.849976,728.927612,6519403
2020-01-07,738.000000,742.599976,725.099976,727.900024,718.124695,7899363
2020-01-08,724.950012,729.000000,708.299988,718.200012,708.554993,8639443
2020-01-09,721.700012,731.500000,714.299988,727.549988,717.779358,13521186
2020-01-10,740.450012,742.900024,730.500000,738.150024,728.237061,9341405
2020-01-13,760.000000,777.500000,755.000000,773.549988,763.161621,36952038
2020-01-14,769.950012,776.950012,767.200012,775.650024,765.233459,11414418
2020-01-15,773.849976,773.849976,762.150024,767.549988,757.242188,6047430
2020-01-16,770.700012,772.500000,760.250000,767.000000,756.699585,5740586
2020-01-17,770.700012,772.900024,762.250000,767.849976,757.538147,3762957
2020-01-20,771.599976,774.400024,762.950012,768.450012,758.130127,3887680
2020-01-21,768.450012,770.500000,760.750000,762.500000,752.260010,4448374
