Date,Open,High,Low,Close,Adj Close,Volume
2020-06-25,322.000000,327.399994,321.000000,323.100006,314.936798,11345653
2020-06-26,325.799988,329.950012,322.549988,323.850006,315.667847,9706333
2020-06-29,323.000000,326.000000,312.100006,320.850006,312.743652,11961133
2020-06-30,323.100006,337.649994,323.100006,326.700012,318.445831,36523647
2020-07-01,329.000000,329.600006,320.299988,323.700012,315.521637,10489433
2020-07-02,327.049988,337.500000,324.549988,334.899994,326.438660,11971393
2020-07-03,337.000000,337.000000,327.350006,329.899994,321.564972,10612614
2020-07-06,333.149994,341.700012,330.299988,338.899994,330.337585,14143966
2020-07-07,338.799988,338.850006,328.049988,330.299988,321.954865,10839371
2020-07-08,332.799988,346.399994,332.000000,334.200012,325.756348,21560163
2020-07-09,337.000000,348.500000,336.500000,344.500000,335.796112,24403781
2020-07-10,341.950012,344.299988,335.200012,338.700012,330.142670,12526113
2020-07-13,343.299988,347.000000,338.500000,342.100006,333.456757,12115000
2020-07-14,339.000000,339.000000,332.600006,336.649994,328.144440,8307035
2020-07-15,340.649994,346.500000,338.000000,339.299988,330.727478,9687413
2020-07-16,338.000000,346.500000,331.549988,341.649994,333.018127,10586044
2020-07-17,346.000000,356.799988,345.149994,350.950012,342.083160,24415395
2020-07-20,351.100006,354.700012,346.600006,352.399994,343.496521,9532049
2020-07-21,356.000000,360.600006,349.500000,359.149994,350.075958,11368104
2020-07-22,360.500000,362.899994,346.600006,350.049988,341.205872,17842919
2020-07-23,350.100006,356.399994,347.649994,351.899994,343.009155,9625049
2020-07-24,347.000000,349.799988,342.549988,346.100006,337.355682,8918829
2020-07-27,351.000000,353.899994,344.250000,352.850006,343.935150,11835607
2020-07-28,353.600006,360.000000,352.750000,358.500000,349.442413,10639257
2020-07-29,359.000000,378.450012,356.149994,373.750000,364.307098,30115881
2020-07-30,377.000000,377.799988,364.100006,366.600006,357.337769,10398257
2020-07-31,365.600006,370.399994,360.399994,366.299988,357.045319,9024955
2020-08-03,364.750000,376.850006,362.049988,373.500000,364.063416,11136971
2020-08-04,374.500000,378.000000,367.649994,372.250000,362.845001,11184260
2020-08-05,373.049988,397.899994,373.049988,395.799988,385.799988,30559741
2020-08-06,389.750000,402.799988,385.500000,400.450012,400.450012,22122807
2020-08-07,395.899994,406.700012,393.100006,404.049988,404.049988,15176317
2020-08-10,405.750000,411.549988,399.600006,410.200012,410.200012,12018211
2020-08-11,413.100006,427.600006,412.500000,416.450012,416.450012,25885191
2020-08-12,413.700012,417.350006,407.549988,414.500000,414.500000,11574402
2020-08-13,418.200012,421.700012,408.850006,413.100006,413.100006,12422044
2020-08-14,410.000000,430.950012,409.100006,418.500000,418.500000,47742365
2020-08-17,418.000000,429.149994,414.250000,425.049988,425.049988,18145501
2020-08-18,421.649994,436.799988,419.700012,434.500000,434.500000,17340020
2020-08-19,434.500000,435.549988,428.850006,431.700012,431.700012,11843681
2020-08-20,425.000000,438.299988,423.049988,432.600006,432.600006,15846600
2020-08-21,435.750000,442.000000,426.549988,428.850006,428.850006,13481876
2020-08-24,433.600006,437.750000,428.100006,429.500000,429.500000,9092854
2020-08-25,432.000000,432.649994,421.450012,424.000000,424.000000,10552900
2020-08-26,425.000000,427.750000,422.200012,425.000000,425.000000,7957157
2020-08-27,425.500000,430.200012,423.000000,426.850006,426.850006,9549116
2020-08-28,429.649994,438.000000,423.049988,424.200012,424.200012,15211267
2020-08-31,426.500000,430.149994,410.000000,413.000000,413.000000,15745910
2020-09-01,413.899994,432.700012,411.950012,428.649994,428.649994,14072823
2020-09-02,430.049988,441.700012,427.100006,438.649994,438.649994,11739278
2020-09-03,442.500000,443.649994,435.899994,438.100006,438.100006,10214288
2020-09-04,428.100006,433.950012,419.000000,421.299988,421.299988,10529081
2020-09-07,423.700012,428.399994,418.450012,422.500000,422.500000,9626346
2020-09-08,425.750000,425.750000,402.600006,405.100006,405.100006,11637272
2020-09-09,398.799988,420.149994,386.500000,417.399994,417.399994,31999783
2020-09-10,424.000000,425.899994,401.100006,408.000000,408.000000,22920544
2020-09-11,408.750000,412.649994,402.500000,407.500000,407.500000,13687125
2020-09-14,410.000000,414.100006,402.149994,404.649994,404.649994,12331052
2020-09-15,407.000000,410.549988,403.549988,405.250000,405.250000,9132309
2020-09-16,406.450012,410.000000,402.700012,404.600006,404.600006,9987349
2020-09-17,401.950012,407.500000,393.200012,398.700012,398.700012,14808022
2020-09-18,402.100006,405.649994,393.399994,395.500000,395.500000,16841703
2020-09-21,396.000000,399.200012,371.000000,373.399994,373.399994,14138305
2020-09-22,374.000000,378.500000,358.200012,374.149994,374.149994,22013027
2020-09-23,377.000000,378.000000,356.450012,361.299988,361.299988,16984411
2020-09-24,356.799988,357.250000,342.750000,343.899994,343.899994,12495747
